PLAYER_WYID,FIRSTNAME,LASTNAME,ROLECODE3,BIRTHDATE,SEASONNAME,SEASON_WYID,COMPETITIONNAME,COMPETITION_WYID,SEASON_WYID,PLAYER_WYID,MATCHES,MATCHESINSTART,MATCHESSUBSTITUTED,MATCHESCOMINGOFF,MINUTESONFIELD,MINUTESTAGGED,GOALS,ASSISTS,SHOTS,HEADSHOTS,YELLOWCARDS,REDCARDS,DIRECTREDCARDS,PENALTIES,LINKUPPLAYS,DUELS,DUELSWON,DEFENSIVEDUELS,DEFENSIVEDUELSWON,OFFENSIVEDUELS,OFFENSIVEDUELSWON,AERIALDUELS,AERIALDUELSWON,FOULS,PASSES,SUCCESSFULPASSES,SMARTPASSES,SUCCESSFULSMARTPASSES,PASSESTOFINALTHIRD,SUCCESSFULPASSESTOFINALTHIRD,CROSSES,SUCCESSFULCROSSES,FORWARDPASSES,SUCCESSFULFORWARDPASSES,BACKPASSES,SUCCESSFULBACKPASSES,THROUGHPASSES,SUCCESSFULTHROUGHPASSES,KEYPASSES,SUCCESSFULKEYPASSES,VERTICALPASSES,SUCCESSFULVERTICALPASSES,LONGPASSES,SUCCESSFULLONGPASSES,DRIBBLES,SUCCESSFULDRIBBLES,INTERCEPTIONS,DEFENSIVEACTIONS,SUCCESSFULDEFENSIVEACTION,ATTACKINGACTIONS,SUCCESSFULATTACKINGACTIONS,FREEKICKS,FREEKICKSONTARGET,DIRECTFREEKICKS,DIRECTFREEKICKSONTARGET,CORNERS,SUCCESSFULPENALTIES,SUCCESSFULLINKUPPLAYS,ACCELERATIONS,PRESSINGDUELS,PRESSINGDUELSWON,LOOSEBALLDUELS,LOOSEBALLDUELSWON,MISSEDBALLS,SHOTASSISTS,SHOTONTARGETASSISTS,RECOVERIES,OPPONENTHALFRECOVERIES,DANGEROUSOPPONENTHALFRECOVERIES,LOSSES,OWNHALFLOSSES,DANGEROUSOWNHALFLOSSES,XGSHOT,XGASSIST,XGSAVE,RECEIVEDPASS,TOUCHINBOX,PROGRESSIVERUN,OFFSIDES,CLEARANCES,SECONDASSISTS,THIRDASSISTS,SHOTSBLOCKED,FOULSSUFFERED,PROGRESSIVEPASSES,COUNTERPRESSINGRECOVERIES,SLIDINGTACKLES,GOALKICKS,DRIBBLESAGAINST,DRIBBLESAGAINSTWON,GOALKICKSSHORT,GOALKICKSLONG,SHOTSONTARGET,SUCCESSFULPROGRESSIVEPASSES,SUCCESSFULSLIDINGTACKLES,SUCCESSFULGOALKICKS,FIELDAERIALDUELS,FIELDAERIALDUELSWON,GKCLEANSHEETS,GKCONCEDEDGOALS,GKSHOTSAGAINST,GKEXITS,GKSUCCESSFULEXITS,GKAERIALDUELS,GKAERIALDUELSWON,GKSAVES,NEWDUELSWON,NEWDEFENSIVEDUELSWON,NEWOFFENSIVEDUELSWON,NEWSUCCESSFULDRIBBLES,LATERALPASSES,SUCCESSFULLATERALPASSES
892204,Seniko ,Doua,DEF,2001-11-01,2025/2026,191620,1st Division,328,191620,892204,13,8,5,5,694,694,0,0,10,3,2,0,0,0,1,138,55,41,7,48,24,33,18,15,343,278,0,0,31,22,17,7,78,53,89,84,1,0,5,5,96,74,24,15,18,15,19,62,40,45,22,0,0,0,0,1,0,0,2,6,0,16,6,4,9,5,46,25,5,79,21,2,0.88,1.1,0,266,25,9,0,11,1,0,1,4,55,29,2,0,11,4,0,0,4,39,0,0,33,18,0,0,0,0,0,0,0,0,64,19,21,11,96,74
56210,Vito,Hammershøy-Mistrati,MID,1992-06-15,2025/2026,191620,1st Division,328,191620,56210,15,13,11,2,1017,1017,0,0,13,1,0,0,0,0,0,167,62,71,15,56,30,23,9,14,459,406,0,0,58,45,9,3,121,95,116,112,3,2,1,1,142,126,32,14,17,15,56,132,104,39,19,0,0,0,0,19,0,0,0,6,0,17,8,5,4,1,98,44,8,75,34,5,0.91,0.09,0,321,9,11,0,12,0,0,3,13,48,50,5,0,23,11,0,0,5,32,1,0,23,9,0,0,0,0,0,0,0,0,80,43,20,11,142,126
764636,Alexander,Johansen,MID,2005-09-24,2025/2026,191620,1st Division,328,191620,764636,4,0,0,4,83,83,0,0,1,0,0,0,0,0,0,16,8,2,1,10,5,3,1,1,15,10,0,0,1,0,3,0,3,2,4,4,0,0,0,0,3,2,0,0,4,2,4,6,5,8,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,2,0,7,1,0,0.14,0,0,10,4,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,1,1,3,2
627720,Magnus,Døj,DEF,2005-03-31,2025/2026,191620,1st Division,328,191620,627720,7,1,0,6,303,303,0,0,3,0,0,0,0,0,0,63,31,26,7,18,12,12,6,4,128,100,0,0,11,7,1,0,57,37,17,16,0,0,0,0,32,31,15,6,5,5,11,41,32,9,5,0,0,0,0,0,0,0,1,1,0,7,6,0,1,0,33,9,2,38,18,0,0.65,0.05,0,96,1,9,0,11,0,0,0,5,24,10,4,3,12,6,3,0,1,13,2,3,12,6,0,0,0,0,0,0,0,0,41,17,12,4,32,31
684689,Mikkel,Kannegaard Kristensen,DEF,2006-07-05,2025/2026,191620,1st Division,328,191620,684689,3,1,0,2,107,107,0,0,0,0,0,0,0,0,0,21,10,6,1,1,0,10,6,1,27,21,0,0,6,4,0,0,10,7,5,4,0,0,0,0,7,6,6,3,0,0,11,18,15,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,18,7,0,8,4,1,0,0,0,14,0,1,0,8,0,0,0,0,8,7,1,0,1,0,0,0,0,3,1,0,10,6,0,0,0,0,0,0,0,0,12,3,0,0,7,6
55960,Jakob,Ankersen,MID,1990-09-22,2025/2026,191620,1st Division,328,191620,55960,17,5,5,12,655,655,3,0,16,0,1,0,0,0,7,118,39,24,4,54,26,26,3,6,181,136,1,0,7,4,17,6,29,15,54,51,4,0,1,0,60,49,9,3,12,9,21,48,35,46,17,1,0,0,0,8,0,4,1,15,0,14,6,6,5,1,31,16,2,83,26,4,1.89,0.32,0,137,26,7,4,9,0,0,3,13,17,17,3,0,7,2,0,0,6,9,1,0,26,3,0,0,0,0,0,0,0,0,39,11,19,5,60,49
481918,Jacob,Buus Jacobsen,DEF,1997-03-07,2025/2026,191620,1st Division,328,191620,481918,18,12,8,6,1180,1180,0,2,8,3,3,0,0,0,0,144,49,70,17,33,17,25,11,12,584,436,0,0,83,48,58,19,208,128,117,111,9,2,5,5,196,149,71,27,10,8,52,123,102,76,28,0,0,0,0,0,0,0,2,6,0,16,4,1,11,5,88,28,4,167,53,6,0.44,1.34,0,441,20,18,2,28,0,0,1,9,113,36,1,0,23,16,0,0,3,67,1,0,25,11,0,0,0,0,0,0,0,0,80,49,16,6,196,149
518890,Simon,Bækgård,MID,1999-10-14,2025/2026,191620,1st Division,328,191620,518890,17,14,8,3,1284,1284,1,0,10,1,3,0,0,0,0,135,55,52,11,40,23,21,11,16,881,765,2,2,111,82,18,3,249,181,180,173,9,4,1,1,303,273,86,46,6,4,46,98,80,36,11,0,0,0,0,14,0,0,1,8,0,22,10,4,5,1,78,37,3,148,60,9,0.69,0.3,0,715,10,11,2,18,1,0,3,14,117,47,0,1,13,6,1,0,3,83,0,1,21,11,0,0,0,0,0,0,0,0,75,34,20,3,303,273
619472,Julius Voldby Rosenberg ,Hansen,FWD,2005-06-09,2025/2026,191620,1st Division,328,191620,619472,5,0,0,5,72,72,0,0,2,1,0,0,0,0,2,32,10,12,0,12,7,6,3,1,13,5,0,0,0,0,3,0,2,1,3,3,0,0,1,1,4,0,0,0,4,3,2,14,9,9,2,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,2,2,0,22,7,3,0.6,0.56,0,10,5,3,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,6,3,0,0,0,0,0,0,0,0,15,7,5,2,4,0
547331,Kasper,Thiesson Kristensen,GKP,1999-08-04,2025/2026,191620,1st Division,328,191620,547331,7,7,0,0,679,679,0,0,0,0,0,0,0,0,0,10,6,0,0,2,0,8,6,0,247,213,0,0,25,11,0,0,139,108,0,0,2,0,1,0,101,98,90,56,1,0,16,16,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,0,0,45,11,4,0,0,8.46,161,0,0,0,4,0,0,0,1,70,3,0,33,0,0,15,18,0,51,0,28,0,0,2,8,25,13,0,8,6,17,6,0,0,0,101,98
686537,Aksel,Jørgensen,MID,2007-01-11,2025/2026,191620,1st Division,328,191620,686537,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
435879,Oliver,Kjærgaard,MID,1998-07-11,2025/2026,191620,1st Division,328,191620,435879,17,16,4,1,1534,1534,2,4,32,3,1,0,0,0,2,360,138,107,22,151,75,49,23,29,601,446,1,0,68,48,64,28,174,110,145,137,5,1,8,8,187,136,68,30,60,47,54,165,117,157,68,16,7,2,0,39,0,2,6,13,0,53,18,13,18,8,99,41,6,248,73,11,3.11,2.23,0,413,56,35,2,5,0,0,1,20,130,56,4,0,28,11,0,0,10,87,2,0,49,23,0,0,0,0,0,0,0,0,160,59,60,30,187,136
508329,Jonathan,Witt,DEF,1992-12-06,2025/2026,191620,1st Division,328,191620,508329,13,12,0,1,1190,1190,0,0,9,4,1,0,0,0,1,178,99,45,12,24,19,77,51,4,913,797,0,0,194,123,1,0,412,313,38,36,36,9,1,1,405,394,164,82,3,3,75,123,110,13,5,1,0,1,0,0,0,1,0,1,0,32,17,4,3,1,212,33,5,150,59,13,1.39,0.41,0,667,8,8,1,44,1,0,13,13,179,84,3,5,12,5,5,0,2,145,2,5,77,51,0,0,0,0,0,0,0,0,120,32,20,3,405,394
622990,Jashar,Beluli,FWD,2004-06-07,2025/2026,191620,1st Division,328,191620,622990,14,2,2,12,370,370,1,0,12,0,0,0,0,0,13,80,23,18,4,28,13,16,2,8,90,78,0,0,7,4,0,0,20,16,26,25,0,0,0,0,23,20,0,0,12,8,2,20,7,24,10,1,0,1,0,0,0,12,0,3,0,18,4,5,1,0,11,5,2,47,14,3,2.2,0.16,0,94,15,1,0,1,0,0,0,3,11,3,0,0,1,0,0,0,5,8,0,0,16,2,0,0,0,0,0,0,0,0,18,5,7,5,23,20
136993,Meinhard Egilsson,Olsen,FWD,1997-04-10,2025/2026,191620,1st Division,328,191620,136993,18,17,4,1,1635,1635,3,0,34,1,3,0,0,1,1,363,151,98,19,212,107,27,14,20,619,486,1,1,52,37,73,16,160,115,172,162,9,5,8,8,159,107,41,21,91,72,44,149,116,199,80,8,4,3,1,48,0,1,12,9,0,26,11,11,17,8,116,53,8,223,57,5,3.42,1.57,0,455,74,58,8,20,1,0,5,17,99,53,7,0,31,21,0,0,14,74,4,0,27,14,0,0,0,0,0,0,0,0,172,65,82,49,159,107
495421,Peter,Bjur,MID,2000-02-02,2025/2026,191620,1st Division,328,191620,495421,11,9,7,2,778,778,0,2,13,0,2,0,0,0,6,164,75,40,5,88,52,14,5,11,235,171,1,0,19,12,28,10,63,41,68,63,4,0,6,6,69,47,13,5,45,39,19,59,38,87,41,5,3,0,0,15,0,5,0,19,0,22,13,3,16,6,40,31,5,88,21,2,1.82,1.6,0,170,39,26,2,0,1,1,0,9,37,26,0,0,6,1,0,0,5,23,0,0,14,5,0,0,0,0,0,0,0,0,72,19,35,26,69,47
484165,Lucas Skjoldborg,From,MID,1999-05-22,2025/2026,191620,1st Division,328,191620,484165,8,8,6,0,660,660,2,1,15,2,0,0,0,0,7,115,41,19,2,62,27,18,6,7,156,114,0,0,11,8,18,6,34,25,32,21,3,1,6,6,57,41,14,8,21,13,11,30,20,54,22,0,0,0,0,0,0,5,3,21,0,16,6,4,12,6,22,12,3,78,17,0,1.25,0.85,0,122,30,31,3,5,0,0,0,9,25,11,0,0,2,1,0,0,5,24,0,0,18,6,0,0,0,0,0,0,0,0,48,9,27,11,57,41
738376,Silas,Hald,DEF,2006-09-02,2025/2026,191620,1st Division,328,191620,738376,16,10,2,6,1000,1000,1,0,4,3,1,1,1,0,0,204,73,83,18,19,11,64,26,12,520,430,0,0,71,35,3,0,208,138,49,47,10,4,1,1,203,193,77,34,6,6,62,146,118,13,5,0,0,0,0,0,0,0,1,2,0,38,18,8,3,1,125,29,2,125,48,7,0.68,0.57,0,339,17,20,2,25,0,0,7,4,92,49,1,0,33,18,0,0,1,61,1,0,64,26,0,0,0,0,0,0,0,0,106,55,7,4,203,193
417657,Nicolai,Clausen,DEF,1995-06-10,2025/2026,191620,1st Division,328,191620,417657,16,14,0,2,1423,1423,2,2,6,0,1,0,0,0,0,188,72,89,24,35,15,31,13,13,716,567,1,1,157,98,44,19,347,249,82,78,7,2,3,3,211,176,120,55,10,8,67,161,126,61,29,15,9,0,0,41,0,0,0,3,0,33,20,2,25,3,178,46,10,187,53,7,0.83,2.69,0,471,3,12,0,27,0,0,2,8,178,73,5,0,35,15,0,0,3,136,3,0,31,13,0,0,0,0,0,0,0,0,101,54,14,6,211,176
472503,Rasmus,Møller,DEF,2000-05-03,2025/2026,191620,1st Division,328,191620,472503,14,12,1,2,1196,1196,1,0,2,2,1,0,0,0,0,142,57,49,13,13,7,48,25,7,695,602,0,0,100,66,0,0,317,246,75,75,7,1,0,0,225,212,76,42,1,1,74,123,114,3,2,0,0,0,0,0,0,0,1,1,0,32,12,3,1,0,153,35,1,118,58,10,0.41,0.04,0,474,2,9,0,36,0,0,9,9,146,52,0,12,12,7,12,0,1,102,0,12,48,25,0,0,0,0,0,0,0,0,85,40,8,1,225,212
680621,Viktor Løvgren,Sørensen,MID,2006-06-19,2025/2026,191620,1st Division,328,191620,680621,11,6,1,5,713,713,0,0,1,0,0,0,0,0,0,139,55,56,17,32,15,24,10,7,359,288,0,0,51,26,2,1,152,97,31,28,7,0,0,0,144,137,46,21,5,5,37,98,82,8,5,0,0,0,0,0,0,0,1,1,0,27,13,1,0,0,100,24,1,90,46,4,0.09,0,0,201,3,6,0,13,0,0,5,9,68,32,5,0,19,11,0,0,1,36,1,0,24,10,0,0,0,0,0,0,0,0,74,40,11,3,144,137
610104,Solomon,Opoku,MID,2004-04-07,2025/2026,191620,1st Division,328,191620,610104,11,1,1,10,344,344,2,0,4,0,0,0,0,0,4,89,31,15,3,55,25,12,1,6,97,79,0,0,11,10,1,0,21,11,21,20,1,0,0,0,34,29,5,4,9,9,2,17,12,14,8,0,0,0,0,0,0,2,2,5,0,7,2,1,0,0,10,5,0,35,7,0,0.28,0,0,76,4,3,0,2,0,1,0,10,7,4,0,0,4,3,0,0,2,5,0,0,12,1,0,0,0,0,0,0,0,0,30,10,17,6,34,29
169008,Lucas,Jensen,FWD,1994-10-08,2025/2026,191620,1st Division,328,191620,169008,9,1,1,8,287,287,1,1,5,0,0,0,0,0,2,41,17,10,3,20,10,9,3,2,91,56,1,1,13,5,23,7,21,10,16,15,2,1,3,3,28,17,10,4,8,6,6,16,13,37,16,0,0,0,0,2,0,1,0,2,0,2,1,1,5,3,8,3,1,44,9,0,0.65,1.13,0,70,12,7,3,3,0,0,0,3,15,5,0,0,2,0,0,0,4,11,0,0,9,3,0,0,0,0,0,0,0,0,19,7,8,4,28,17
462085,Frederik,Høgh Jensen,FWD,1995-05-05,2025/2026,191620,1st Division,328,191620,462085,17,3,2,14,630,630,3,0,12,4,1,0,0,0,7,182,66,15,3,66,24,68,30,8,115,78,1,1,14,8,13,3,21,11,39,33,0,0,3,3,25,15,1,0,11,9,9,24,18,37,14,0,0,0,0,0,0,5,1,2,0,33,9,9,6,3,13,9,2,92,19,1,1.92,0.76,0,87,24,6,2,5,0,0,0,10,9,6,0,0,0,0,0,0,6,7,0,0,68,30,0,0,0,0,0,0,0,0,65,9,17,4,25,15
284613,Mikkel,Kallesøe,DEF,1997-04-20,2025/2026,191620,1st Division,328,191620,284613,11,9,6,2,735,735,0,2,1,0,2,0,0,0,0,117,53,47,10,33,21,22,14,9,473,375,0,0,75,45,33,11,142,85,92,89,4,0,6,6,161,135,62,25,12,11,25,78,56,46,21,0,0,0,0,2,0,0,4,3,0,15,8,3,9,6,54,20,3,102,29,6,0.06,0.87,0,380,6,18,2,16,0,1,2,5,89,27,6,0,13,4,0,0,0,69,2,0,22,14,0,0,0,0,0,0,0,0,65,25,18,10,161,135
619520,Haki,Bedzeti,DEF,2004-04-12,2025/2026,191620,1st Division,328,191620,619520,2,0,0,2,40,40,0,0,1,0,0,0,0,0,0,5,0,2,0,0,0,2,0,0,16,16,0,0,3,3,2,2,7,7,2,2,0,0,0,0,6,6,1,1,0,0,2,4,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,2,1,0,0,0.09,0,0,11,1,0,0,0,0,0,1,0,4,2,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6
535621,Tobias,Stagaard,DEF,2002-01-29,2025/2026,191620,1st Division,328,191620,535621,12,5,1,7,591,591,1,0,3,2,2,0,0,0,0,92,37,41,9,3,0,26,16,11,348,297,0,0,58,37,0,0,137,101,30,29,3,0,0,0,158,149,40,20,0,0,33,76,60,3,2,0,0,0,0,0,0,0,0,0,0,22,12,1,0,0,89,17,0,56,29,9,0.38,0,0,238,4,4,0,24,0,0,8,2,78,40,2,6,13,7,6,0,2,51,0,6,26,16,0,0,0,0,0,0,0,0,53,25,0,0,158,149
56373,Marc Rochester ,Sørensen,MID,1992-12-13,2025/2026,191620,1st Division,328,191620,56373,3,2,2,1,92,92,0,1,0,0,0,0,0,0,4,23,7,2,0,11,4,5,0,0,16,12,0,0,1,1,2,1,3,1,6,5,0,0,1,1,4,4,0,0,3,2,2,4,4,5,3,0,0,0,0,0,0,3,0,3,0,5,3,3,1,1,2,1,0,21,8,1,0,0.44,0,12,4,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,8,2,3,2,4,4
545849,Zander,Hyltoft,MID,1995-09-20,2025/2026,191620,1st Division,328,191620,545849,16,12,6,4,1117,1117,1,1,6,1,0,0,0,0,1,212,72,69,8,50,21,59,27,17,455,373,2,0,53,34,11,3,116,71,95,93,7,3,2,2,166,145,45,22,7,4,64,138,111,26,9,1,1,1,1,0,0,1,1,3,0,34,16,8,3,2,120,37,2,132,60,9,0.81,0.3,0,303,9,7,0,23,0,0,7,9,53,61,5,0,21,11,0,0,4,33,1,0,59,27,0,0,0,0,0,0,0,0,102,42,17,2,166,145
476349,Sebastian,Lund Hausner,DEF,2000-04-11,2025/2026,191620,1st Division,328,191620,476349,15,15,9,0,1194,1194,1,0,8,3,3,1,0,0,0,172,72,68,12,22,11,51,32,17,688,562,0,0,112,73,13,5,294,210,55,51,6,1,1,1,253,227,90,51,2,2,72,140,115,23,8,0,0,0,0,0,0,0,0,2,0,31,17,5,6,1,139,37,5,167,68,11,1.44,0.74,0,482,16,8,1,41,0,0,3,4,139,49,0,2,25,13,2,0,2,94,0,2,51,32,0,0,0,0,0,0,0,0,102,43,10,1,253,227
4924,Jesús,Alfaro Ligero,FWD,1991-06-24,2025/2026,191620,1st Division,328,191620,4924,13,8,7,5,705,705,1,2,10,1,2,0,0,0,11,123,50,25,8,83,38,3,1,5,316,256,2,1,37,26,18,4,97,70,69,65,6,1,8,7,85,69,11,4,20,17,11,36,23,50,21,0,0,0,0,3,0,9,5,18,0,12,3,4,12,8,40,26,2,91,22,4,1.27,1.21,0,248,20,18,0,3,0,0,0,19,35,21,0,0,7,4,0,0,5,32,0,0,3,1,0,0,0,0,0,0,0,0,47,12,31,11,85,69
135115,Morten,Knudsen Brander,MID,1995-04-28,2025/2026,191620,1st Division,328,191620,135115,10,9,6,1,736,736,1,0,3,0,3,0,0,0,0,107,48,48,12,30,17,14,9,7,299,249,0,0,51,37,3,3,85,52,43,42,1,1,1,1,109,102,21,10,1,1,31,79,57,7,5,0,0,0,0,0,0,0,2,5,0,15,10,1,3,1,78,33,4,65,26,1,0.32,0.05,0,194,4,7,0,5,2,0,1,12,39,49,0,0,19,5,0,0,1,23,0,0,14,9,0,0,0,0,0,0,0,0,61,26,16,1,109,102
562489,Marco,Brylov,GKP,1995-11-21,2025/2026,191620,1st Division,328,191620,562489,1,1,0,0,103,103,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15,13,0,0,2,1,0,0,9,7,0,0,0,0,0,0,6,6,9,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,2.53,9,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,6,0,6,0,4,0,0,0,2,6,0,0,0,0,4,0,0,0,0,6,6
443718,Sebastian,Koch,FWD,1996-10-11,2025/2026,191620,1st Division,328,191620,443718,13,10,9,3,785,785,2,1,11,1,1,0,0,0,6,160,53,25,3,64,25,42,17,12,175,133,1,1,7,6,18,8,24,13,49,43,1,1,3,3,60,46,3,1,15,10,14,40,27,45,18,0,0,0,0,0,0,3,2,10,0,29,8,3,16,3,18,11,2,95,22,5,1.18,1.76,0,136,36,7,9,8,1,1,3,12,17,14,1,0,2,1,0,0,4,11,1,0,42,17,0,0,0,0,0,0,0,0,56,12,19,5,60,46
449367,Oliver,Sparre Klitten,FWD,2000-05-01,2025/2026,191620,1st Division,328,191620,449367,18,18,1,0,1726,1726,3,0,37,2,0,0,0,0,8,239,85,89,17,87,50,30,7,13,566,443,0,0,75,46,29,12,152,90,144,140,2,1,5,5,130,101,37,12,32,25,45,136,101,98,42,0,0,0,0,0,0,4,1,19,0,33,11,17,6,5,94,37,12,181,61,12,3.15,0.83,0,426,63,17,1,10,2,0,4,17,93,51,2,0,25,12,0,0,16,64,0,0,30,7,0,0,0,0,0,0,0,0,109,54,37,14,130,101
741008,Mads,Schütt Rasmussen,MID,2006-04-06,2025/2026,191620,1st Division,328,191620,741008,17,10,9,7,948,948,0,1,8,1,2,0,0,0,0,154,37,59,9,42,18,36,6,12,297,238,2,2,36,23,18,7,79,47,76,74,2,2,4,4,88,70,27,11,7,3,34,93,69,35,13,0,0,0,0,0,0,0,0,9,0,17,4,7,6,4,46,17,4,111,45,6,0.16,1.01,0,217,10,12,1,12,0,0,4,10,47,16,0,0,21,10,0,0,1,26,0,0,36,6,0,0,0,0,0,0,0,0,61,35,16,3,88,70
629166,Fallou,Sene,FWD,2004-08-21,2025/2026,191620,1st Division,328,191620,629166,13,3,3,10,361,361,1,0,12,3,1,0,0,0,7,70,18,8,0,29,8,19,6,6,41,31,0,0,2,1,1,1,10,4,13,12,0,0,0,0,11,10,2,0,4,3,8,16,11,17,7,0,0,0,0,0,0,4,0,22,0,14,4,4,0,0,8,6,1,43,9,2,2.4,0,0,33,13,2,14,3,0,0,0,3,7,3,0,0,0,0,0,0,4,3,0,0,19,6,0,0,0,0,0,0,0,0,17,3,4,2,11,10
615955,Adam,Herdonsson,DEF,2004-04-07,2025/2026,191620,1st Division,328,191620,615955,8,7,4,1,669,669,1,0,11,5,2,0,0,0,0,124,55,29,9,38,17,38,21,9,203,149,2,1,34,20,9,3,61,33,40,38,2,1,3,3,57,44,19,4,8,6,25,57,49,30,12,0,0,0,0,0,0,0,0,2,0,19,8,3,4,3,59,31,4,97,23,2,1.34,0.45,0,136,23,6,2,9,2,1,1,12,24,33,3,0,3,2,0,0,5,16,2,0,38,21,0,0,0,0,0,0,0,0,62,21,12,3,57,44
544940,Muamer,Brajanac,FWD,2001-02-15,2025/2026,191620,1st Division,328,191620,544940,14,12,0,2,1243,1243,7,1,25,5,1,0,0,2,20,316,98,45,15,94,30,98,29,16,228,165,1,0,14,8,7,1,47,23,64,53,1,0,3,3,59,45,6,2,19,14,33,79,63,52,25,0,0,0,0,0,2,17,2,44,0,79,24,10,9,3,41,26,8,156,53,6,5.23,0.76,0,133,43,13,8,21,0,0,2,7,19,26,1,0,4,2,0,0,14,4,1,0,98,29,0,0,0,0,0,0,0,0,107,29,25,10,59,45
450175,Mads,Hjalmar Hansen,MID,2001-04-10,2025/2026,191620,1st Division,328,191620,450175,14,8,7,6,758,758,3,1,11,3,0,0,0,0,4,157,42,42,5,54,15,42,16,13,316,251,3,2,36,17,16,7,88,52,80,78,3,2,1,1,80,66,17,7,10,4,22,69,46,40,17,2,0,2,0,5,0,2,0,10,0,19,6,8,3,1,52,28,4,109,30,2,1.37,0.39,0,238,22,13,1,6,2,1,1,9,37,32,5,0,7,3,0,0,5,23,1,0,42,16,0,0,0,0,0,0,0,0,52,19,11,3,80,66
813334,Oliver lykke,Andreasen,DEF,2004-09-12,2025/2026,191620,1st Division,328,191620,813334,2,0,0,2,59,59,0,0,1,0,0,0,0,0,0,10,3,5,2,3,1,0,0,1,22,18,0,0,1,1,1,0,3,2,7,7,0,0,0,0,5,4,0,0,1,1,4,9,9,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,6,2,0,0.06,0,0,16,1,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,5,4
535634,Andreas Sejr,Lausen,MID,2002-10-15,2025/2026,191620,1st Division,328,191620,535634,18,17,9,1,1512,1512,3,3,43,1,3,0,0,1,1,254,90,104,23,86,44,29,9,19,621,495,4,1,114,82,33,5,183,126,110,106,9,4,1,1,242,203,68,31,33,24,48,152,114,113,37,24,10,3,2,57,0,1,1,21,0,35,14,9,17,1,121,68,8,188,50,6,3.49,1.9,0,455,25,15,0,12,1,1,2,9,100,59,0,0,26,15,0,0,17,82,0,0,29,9,0,0,0,0,0,0,0,0,120,66,31,14,242,203
442100,Bardhec,Bytyqi,MID,1997-01-08,2025/2026,191620,1st Division,328,191620,442100,11,5,4,6,554,554,1,0,8,1,0,0,0,0,11,142,56,34,3,77,41,16,6,4,189,154,2,0,20,13,11,2,52,37,48,44,2,0,2,2,53,45,5,2,32,25,22,56,41,53,22,1,0,1,0,1,0,10,1,0,0,15,6,1,3,2,27,11,1,80,29,5,0.45,0.64,0,134,11,19,1,3,0,0,0,9,24,15,0,0,8,4,0,0,2,17,0,0,16,6,0,0,0,0,0,0,0,0,61,19,30,18,53,45
449390,Benjamin,Zjajo,MID,2001-04-15,2025/2026,191620,1st Division,328,191620,449390,10,6,4,4,608,608,0,0,8,0,0,0,0,0,1,81,31,19,5,47,22,9,2,5,210,168,1,1,33,22,11,3,64,45,55,53,0,0,3,3,53,44,9,5,15,10,19,38,28,35,14,2,0,0,0,3,0,1,2,5,0,6,2,9,9,3,30,11,1,70,17,4,0.7,0.9,0,157,13,13,2,1,0,0,1,8,33,18,0,0,3,0,0,0,3,27,0,0,9,2,0,0,0,0,0,0,0,0,30,9,17,7,53,44
659984,Adam,Ahmad,MID,2003-06-25,2025/2026,191620,1st Division,328,191620,659984,18,11,10,7,1023,1023,2,1,18,0,4,0,0,0,13,248,78,67,7,157,68,9,1,6,348,279,5,2,27,19,24,9,78,56,89,84,9,2,12,11,110,88,13,6,50,38,23,90,64,97,43,1,0,0,0,4,0,9,5,38,0,15,2,10,17,12,36,24,6,147,46,5,2.12,1.3,0,284,38,42,4,4,1,0,1,21,49,19,0,0,20,9,0,0,6,41,0,0,9,1,0,0,0,0,0,0,0,0,102,41,58,26,110,88
