EVENT_WYID,PLAYER_WYID,LOCATIONX,LOCATIONY,MINUTE,SECOND,VIDEOTIMESTAMP,MATCHPERIOD,MATCH_WYID,SHOTBODYPART,SHOTISGOAL,SHOTXG,MATCHLABEL,DATE,VENUE,SIDE,SCORE,TEAM_WYID
1916750857,623240,92,39,53,41,3237.315808,2H,5136750,right_foot,false,0.2771,"Nykøbing U19 - Næsby U19, 3 - 5",2020-08-29 15:30:00.000,,away,5,38331
1916751194,514812,79,63,66,45,4021.142977,2H,5136750,right_foot,false,0.008026,"Nykøbing U19 - Næsby U19, 3 - 5",2020-08-29 15:30:00.000,,away,5,38331
1916751320,579788,89,64,73,53,4449.592248,2H,5136750,right_foot,false,0.1279,"Nykøbing U19 - Næsby U19, 3 - 5",2020-08-29 15:30:00.000,,away,5,38331
1916751537,681274,88,43,84,34,5090.053454,2H,5136750,right_foot,true,0.5504,"Nykøbing U19 - Næsby U19, 3 - 5",2020-08-29 15:30:00.000,,away,5,38331
165984931,449686,89,31,29,41,1783.248272,1H,2490235,left_foot,false,0.08941,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985087,449677,75,46,33,45,2027.026198,1H,2490235,left_foot,false,0.02563,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985186,449733,97,70,38,42,2324.544886,1H,2490235,right_foot,false,0.05162,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985458,449684,89,56,52,51,3238.795906,2H,2490235,left_foot,true,0.2258,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985505,449684,88,63,59,51,3658.01768,2H,2490235,left_foot,true,0.1072,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985549,496094,74,66,64,48,3955.241623,2H,2490235,right_foot,false,0.04081,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985574,449686,79,44,69,45,4252.893629,2H,2490235,left_foot,false,0.04888,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985649,449693,89,34,83,25,5072.068839,2H,2490235,left_foot,true,0.1737,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
165985687,449677,76,47,89,54,5461.510365,2H,2490235,right_foot,false,0.03515,"HB Køge U19 - Næsby U19, 0 - 3",2017-06-03 02:00:00.000,,away,3,38331
2181623848,962683,94,22,3,24,212.418979,1H,5485741,right_foot,true,0.05222,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181623919,817108,85,61,8,59,547.430691,1H,5485741,right_foot,false,0.08309,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181623964,766653,75,33,11,29,697.417945,1H,5485741,right_foot,false,0.02393,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624063,962683,89,28,16,15,983.114578,1H,5485741,right_foot,false,0.06628,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624275,962683,86,31,29,26,1774.124948,1H,5485741,right_foot,false,0.0986,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624306,766653,85,47,32,24,1952.647524,1H,5485741,right_foot,false,0.1443,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624319,623254,75,62,33,43,2031.240237,1H,5485741,right_foot,false,0.001014,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624356,962683,87,27,34,53,2101.488523,1H,5485741,left_foot,false,0.04395,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624418,962683,88,30,39,3,2351.980144,1H,5485741,left_foot,false,0.09555,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624462,817108,87,56,40,49,2457.874944,1H,5485741,right_foot,true,0.06777,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624792,624728,90,43,57,31,3588.186566,2H,5485741,right_foot,true,0.3645,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181624902,962683,91,31,65,3,4040.609004,2H,5485741,left_foot,false,0.09712,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625000,742175,90,69,71,38,4435.771566,2H,5485741,right_foot,false,0.04306,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625044,817108,81,66,74,50,4627.432466,2H,5485741,left_foot,false,0.01841,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625107,783082,89,25,80,3,4940.364929,2H,5485741,right_foot,false,0.03865,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625222,905480,87,64,87,8,5365.518432,2H,5485741,right_foot,false,0.1379,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625300,769941,40,66,93,14,5731.941487,2H,5485741,right_foot,false,0.00165,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625314,769947,88,57,93,45,5762.457745,2H,5485741,right_foot,false,0.1803,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
2181625333,742175,97,55,94,16,5793.916243,2H,5485741,right_foot,true,0.7229,"Næsby U19 - HIK U19, 4 - 2",2024-05-04 12:00:00.000,,home,4,38331
1775401679,678968,75,39,1,9,70.358985,1H,5485620,left_foot,false,0.01017,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775401687,620953,78,52,2,34,155.892264,1H,5485620,right_foot,false,0.003731,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775401969,817108,80,49,14,42,883.7668,1H,5485620,right_foot,false,0.2085,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775403888,817108,93,48,23,41,1422.628012,1H,5485620,left_foot,true,0.5112,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402194,817108,82,52,29,21,1762.012683,1H,5485620,left_foot,false,0.1708,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402219,783082,82,68,30,54,1855.600254,1H,5485620,right_foot,false,0.04265,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402347,678948,71,55,37,31,2252.747188,1H,5485620,left_foot,false,0.001728,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402357,817108,86,70,38,3,2284.800475,1H,5485620,left_foot,false,0.01544,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402379,962683,97,30,39,23,2364.01061,1H,5485620,left_foot,false,0.03906,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402953,783082,92,70,63,26,3856.01663,2H,5485620,right_foot,false,0.05537,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402969,620953,85,59,64,31,3921.719419,2H,5485620,right_foot,false,0.005331,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775402970,620953,89,47,64,33,3923.434972,2H,5485620,left_foot,false,0.3347,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775403009,962683,86,38,66,12,4022.029631,2H,5485620,right_foot,false,0.1199,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775403040,817108,89,67,67,49,4119.283708,2H,5485620,right_foot,false,0.05122,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
1775403885,783082,84,65,87,52,5322.146021,2H,5485620,left_foot,false,0.04375,"HIK U19 - Næsby U19, 0 - 1",2023-09-30 12:00:00.000,,away,1,38331
404238614,450089,88,30,2,32,154.638848,1H,5001551,right_foot,false,0.0007834,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404238720,522605,83,73,11,55,717.908224,1H,5001551,right_foot,false,0.02547,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404238820,522590,78,24,19,15,1157.07968,1H,5001551,left_foot,false,0.0009076,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404238911,579448,88,53,27,52,1674.164554,1H,5001551,right_foot,false,0.24,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404238997,514812,93,27,35,1,2103.534635,1H,5001551,left_foot,false,0.03158,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239085,514812,94,43,41,49,2511.983103,1H,5001551,right_foot,false,0.4,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239086,514812,92,42,41,52,2514.025161,1H,5001551,right_foot,false,0.4404,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239111,450089,78,31,43,42,2624.954474,1H,5001551,right_foot,false,0.02564,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239126,579448,89,66,44,14,2656.826726,1H,5001551,left_foot,false,0.08394,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239295,579448,98,66,60,21,3634.482376,2H,5001551,left_foot,false,0.03682,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239325,522581,93,68,62,31,3764.267139,2H,5001551,right_foot,false,0.09897,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239405,579448,90,57,69,55,4208.732828,2H,5001551,right_foot,false,0.2206,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239435,522595,84,62,73,43,4436.655185,2H,5001551,right_foot,false,0.0564,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239468,450089,78,61,76,45,4618.204535,2H,5001551,right_foot,false,0.05796,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239621,450089,78,35,89,23,5376.413347,2H,5001551,right_foot,false,0.0204,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
404239660,449286,77,53,92,24,5557.776776,2H,5001551,left_foot,false,0.003205,"Næsby U19 - Holbæk B&I U19, 0 - 0",2019-09-14 12:00:00.000,,home,0,38331
1973044990,609090,85,35,0,18,19.780669,1H,5136768,right_foot,false,0.09915,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973045130,609090,87,42,5,57,358.109126,1H,5136768,right_foot,true,0.3113,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973045247,609090,94,71,11,53,714.911837,1H,5136768,right_foot,false,0.07602,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973045704,578588,91,31,30,29,1830.69753,1H,5136768,left_foot,false,0.1097,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973045779,522590,72,46,33,28,2009.095748,1H,5136768,left_foot,false,0.0721,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973045847,522605,88,34,38,55,2336.006454,1H,5136768,right_foot,false,0.1052,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973045909,609090,92,57,41,27,2488.975465,1H,5136768,right_foot,false,0.01932,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046048,625029,97,39,48,17,3034.189868,2H,5136768,head_or_other,false,0.1382,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046077,514812,76,31,50,8,3145.955973,2H,5136768,right_foot,false,0.02215,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046113,522605,89,48,52,22,3279.970565,2H,5136768,right_foot,false,0.3518,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046349,623240,91,70,60,56,3793.896704,2H,5136768,right_foot,false,0.04434,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046424,579787,81,64,66,18,4115.639236,2H,5136768,left_foot,false,0.07692,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046539,522605,97,32,71,46,4443.522763,2H,5136768,left_foot,false,0.02955,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046609,522605,84,54,75,29,4666.808512,2H,5136768,right_foot,false,0.51,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046613,522618,87,67,75,33,4670.694421,2H,5136768,right_foot,true,0.1788,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1973046915,626542,89,54,89,22,5499.691092,2H,5136768,right_foot,false,0.2304,"Næsby U19 - Helsingør U19, 2 - 7",2020-12-05 12:00:00.000,,home,2,38331
1943806301,681274,93,43,3,3,183.236483,1H,5136796,left_foot,false,0.1601,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806384,579787,76,57,10,44,644.706939,1H,5136796,right_foot,false,0.04696,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806413,681274,82,50,12,48,768.386461,1H,5136796,right_foot,false,0.164,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806452,522605,82,31,16,1,961.954993,1H,5136796,right_foot,false,0.06591,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806475,579787,79,67,18,6,1086.665592,1H,5136796,right_foot,false,0.02092,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806479,522595,91,57,18,56,1136.02551,1H,5136796,left_foot,false,0.09225,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943808307,681274,92,55,18,57,1137.715697,1H,5136796,right_foot,false,0.4585,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806609,681223,74,51,27,39,1659.686137,1H,5136796,right_foot,false,0.04686,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943806676,521265,89,57,30,13,1813.274863,1H,5136796,right_foot,true,0.2759,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807034,579789,80,82,45,34,2734.12977,1H,5136796,left_foot,false,0.06354,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807191,681274,97,53,50,21,3070.912899,2H,5136796,head_or_other,false,0.3037,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807295,681274,92,53,53,25,3254.957992,2H,5136796,head_or_other,true,0.1385,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807326,579787,92,72,55,14,3363.044457,2H,5136796,right_foot,false,0.003378,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807347,681274,96,61,56,44,3453.512095,2H,5136796,head_or_other,false,0.1077,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807447,681223,74,70,60,27,3676.732964,2H,5136796,right_foot,false,0.02821,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
1943807882,579787,90,41,76,34,4643.705215,2H,5136796,head_or_other,false,0.091,"Næsby U19 - Hvidovre U19, 2 - 0",2020-10-17 12:00:00.000,,home,2,38331
2210139526,783082,78,11,35,24,2132.427107,1H,5485775,right_foot,false,0.05339,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210139793,709266,87,52,47,53,2958.786031,2H,5485775,head_or_other,false,0.02011,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210139821,742175,87,70,48,58,3023.802694,2H,5485775,left_foot,false,0.03035,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210139892,678654,90,32,51,27,3172.303689,2H,5485775,left_foot,false,0.0714,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210139913,681347,79,42,52,45,3250.923292,2H,5485775,right_foot,false,0.03077,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210140268,766653,83,43,66,42,4087.719966,2H,5485775,left_foot,false,0.1039,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210140333,766653,82,34,74,52,4577.473074,2H,5485775,right_foot,false,0.05601,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210140343,783082,84,16,76,33,4678.975303,2H,5485775,right_foot,false,0.08852,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210140347,766653,87,50,77,28,4733.968164,2H,5485775,right_foot,true,0.07982,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210140357,905480,89,51,78,58,4823.130659,2H,5485775,right_foot,false,0.352,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
2210140467,905480,77,49,92,43,5648.157723,2H,5485775,right_foot,false,0.0328,"SfB-Oure FA U19 - Næsby U19, 4 - 1",2024-06-01 09:15:00.000,,away,1,38331
1387036207,846773,93,54,7,25,446.621026,1H,5364718,right_foot,true,0.3685,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036295,624758,79,55,13,58,839.135847,1H,5364718,right_foot,false,0.0188,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036330,625664,82,70,16,36,997.616553,1H,5364718,right_foot,false,0.002851,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036479,624730,79,59,24,3,1444.013178,1H,5364718,left_foot,false,0.05956,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036548,625664,87,23,27,12,1633.67553,1H,5364718,right_foot,false,0.05824,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036689,624730,81,63,33,8,1989.195149,1H,5364718,left_foot,false,0.02642,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036844,846772,95,55,41,52,2513.444028,1H,5364718,head_or_other,false,0.3322,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387036994,846772,94,54,48,15,2902.226167,2H,5364718,head_or_other,false,0.1944,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037076,625664,77,43,50,15,3022.01896,2H,5364718,right_foot,false,0.07533,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037145,678944,91,39,52,42,3169.693181,2H,5364718,left_foot,false,0.003681,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037221,846773,90,63,55,12,3319.64533,2H,5364718,right_foot,false,0.2028,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037352,624758,94,54,60,51,3658.145242,2H,5364718,head_or_other,false,0.245,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037411,846773,93,46,63,5,3792.681504,2H,5364718,head_or_other,false,0.283,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037465,846773,85,44,65,44,3951.591791,2H,5364718,left_foot,false,0.1579,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037486,846773,93,48,67,6,4033.782968,2H,5364718,right_foot,true,0.734,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037498,846773,91,33,67,49,4076.434787,2H,5364718,left_foot,false,0.1028,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037646,846773,86,63,75,33,4540.015776,2H,5364718,right_foot,false,0.02261,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037732,846773,94,49,79,45,4792.294691,2H,5364718,head_or_other,true,0.2197,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037830,678968,94,56,84,52,5099.400292,2H,5364718,head_or_other,false,0.1711,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037889,678968,97,36,87,3,5230.120062,2H,5364718,right_foot,false,0.05216,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
1387037954,678944,86,48,90,10,5417.42511,2H,5364718,left_foot,false,0.1199,"Næsby U19 - Roskilde U19, 3 - 4",2022-09-10 12:00:00.000,,home,3,38331
2495158035,766653,88,60,14,36,881.220038,1H,5626281,right_foot,false,0.05037,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158200,905480,86,59,24,25,1470.533522,1H,5626281,right_foot,false,0.03974,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158217,926845,91,54,25,6,1511.29391,1H,5626281,right_foot,false,0.1007,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158227,926845,96,61,25,39,1544.839035,1H,5626281,right_foot,true,0.239,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158379,1172219,94,66,33,56,2041.851236,1H,5626281,right_foot,true,0.06462,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158454,783082,72,60,38,24,2309.488611,1H,5626281,right_foot,false,0.04114,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158567,1172219,87,56,44,8,2653.497518,1H,5626281,left_foot,true,0.1181,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158685,769941,74,44,48,36,3052.032712,2H,5626281,right_foot,false,0.01759,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158777,766653,88,38,53,44,3360.357832,2H,5626281,right_foot,false,0.07032,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495158963,678654,90,41,62,30,3886.762445,2H,5626281,right_foot,true,0.158,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495159271,678654,90,67,79,49,4925.32372,2H,5626281,right_foot,false,0.1981,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495159284,846741,79,36,80,13,4949.620692,2H,5626281,left_foot,false,0.02248,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2495159307,678654,90,67,81,39,5035.058369,2H,5626281,right_foot,false,0.04958,"SfB-Oure FA U19 - Næsby U19, 2 - 4",2025-03-25 18:00:00.000,,away,4,38331
2543909566,926845,85,36,4,57,304.303056,1H,5626329,right_foot,false,0.05427,"B 93 U19 - Næsby U19, 1 - 2",2025-05-10 14:30:00.000,,away,2,38331
2543911253,926845,96,64,12,5,732.948113,1H,5626329,right_foot,false,0.112,"B 93 U19 - Næsby U19, 1 - 2",2025-05-10 14:30:00.000,,away,2,38331
2543909695,926845,96,52,16,50,1017.760436,1H,5626329,right_foot,true,0.5883,"B 93 U19 - Næsby U19, 1 - 2",2025-05-10 14:30:00.000,,away,2,38331
2543910507,926845,94,54,65,38,4012.400863,2H,5626329,right_foot,true,0.5191,"B 93 U19 - Næsby U19, 1 - 2",2025-05-10 14:30:00.000,,away,2,38331
955113633,623767,94,58,65,27,3263.910161,2H,2760257,head_or_other,false,0.2711,"Næsby U19 - HIK U19, 0 - 1",2019-04-06 12:00:00.000,,home,0,38331
572749963,449698,83,71,21,5,1333.208274,1H,2290953,right_foot,false,0.03704,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
572749987,449686,75,22,24,28,1536.945633,1H,2290953,right_foot,false,0.02424,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
572750074,449684,89,60,34,15,2123.418121,1H,2290953,left_foot,false,0.07022,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
572750230,449180,90,55,50,56,3147.05218,2H,2290953,right_foot,false,0.3118,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
572750251,449686,74,36,53,19,3290.645397,2H,2290953,right_foot,false,0.01679,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
572750271,449720,93,56,58,40,3611.025668,2H,2290953,head_or_other,false,0.1914,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
572750390,449686,76,66,72,13,4424.222457,2H,2290953,right_foot,false,0.01258,"Horsens U19 - Næsby U19, 1 - 1",2016-10-12 02:00:00.000,,away,1,38331
