PLAYER_WYID,SEASONNAME,TEAMNAME,MATCHES,MINUTESTAGGED,GOALS,YELLOWCARD,REDCARDS,PASSES,SUCCESSFULPASSES,PASSESTOFINALTHIRD,SUCCESSFULPASSESTOFINALTHIRD,FORWARDPASSES,SUCCESSFULFORWARDPASSES,TOUCHINBOX,ASSISTS,DUELS,DUELSWON,PROGRESSIVEPASSES,SUCCESSFULPROGRESSIVEPASSES
956031,2023/2024,Randers U15,6,137,0,0,0,30,15,5,2,20,10,0,0,19,5,9,4
962510,2023/2024,Sønderjyske U17,6,347,0,0,0,113,90,13,9,40,30,3,0,81,33,27,16
349044,2023/2024,Thisted,8,282,0,2,0,66,37,4,2,28,13,9,0,99,30,10,3
981547,2023/2024,SfB-Oure FA U17,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500014,2023/2024,AB,31,2601,1,3,0,1571,1372,173,108,592,446,13,0,583,258,252,169
766684,2023/2024,SønderjyskE U17,25,1973,9,2,0,410,297,29,20,78,52,73,10,417,134,62,51
980690,2023/2024,Viborg U19,1,10,0,0,0,5,4,1,1,2,1,0,0,1,0,3,2
981549,2023/2024,Næstved U17,3,270,0,0,0,41,29,3,0,18,10,0,0,2,0,11,5
768987,2023/2024,HB Køge U17,11,1050,0,0,0,645,576,26,10,239,176,0,0,13,9,95,52
764491,2023/2024,HIK U19,10,890,8,1,0,194,155,19,15,23,16,25,1,128,27,19,13
963518,2023/2024,Amager Academy U19,1,9,0,0,0,2,2,0,0,0,0,0,0,6,1,0,0
680520,2023/2024,Helsingør U19,11,891,0,3,0,717,615,102,61,214,151,8,0,154,63,118,83
961461,2023/2024,SønderjyskE U15,12,1067,0,2,0,255,228,2,0,73,54,0,0,19,11,31,10
749959,2023/2024,Hvidovre U19,7,660,0,0,0,227,207,8,6,76,59,0,0,10,6,36,19
933546,2023/2024,Helsingør U17,1,19,0,0,0,2,1,0,0,1,0,0,0,6,2,0,0
679296,2023/2024,Esbjerg U19,13,1110,5,1,0,267,208,19,10,50,25,38,0,342,87,22,12
1060846,2023/2024,Hvidovre U17,1,8,0,0,0,2,2,0,0,0,0,0,0,4,2,0,0
960338,2023/2024,HB Køge U17,1,46,0,0,0,32,24,6,4,10,5,0,0,9,3,1,1
750681,2023/2024,Vejle U17,5,436,1,0,0,186,154,32,26,50,33,5,0,131,58,32,21
745032,2023/2024,Næstved U19,9,691,0,2,0,232,183,33,25,74,52,3,0,105,37,39,27
825672,2023/2024,Horsens U17,6,496,1,0,0,357,280,68,40,179,123,3,0,60,30,98,60
450111,2023/2024,Aarhus Fremad,6,147,1,0,0,60,49,4,2,9,8,9,0,41,14,3,2
1055905,2023/2024,HIK,15,1213,0,1,0,717,622,69,41,253,182,10,0,170,86,99,61
845870,2023/2024,Sønderjyske U17,7,320,0,0,0,120,97,14,7,51,36,0,0,33,7,22,16
961778,2023/2024,Horsens U17,2,71,0,0,0,33,27,3,3,13,10,0,0,15,3,6,5
576832,2023/2024,Ishøj,16,211,2,1,0,42,35,3,2,8,6,12,0,95,28,3,1
831769,2023/2024,AB U19,9,695,0,0,0,393,353,47,36,104,81,4,0,117,39,44,28
624663,2023/2024,Horsens U19,19,891,7,0,0,141,104,18,14,36,24,20,0,174,54,20,13
847898,2023/2024,IF Lyseng U19,1,90,0,0,0,23,20,1,1,6,4,0,0,1,1,3,2
769078,2023/2024,Midtjylland U15,20,1457,4,1,0,484,365,52,35,165,112,50,2,573,210,70,51
679284,2023/2024,Vejle U17,4,390,0,0,0,195,168,5,3,80,56,0,0,4,1,39,23
686536,2023/2024,AB U19,2,210,0,0,0,78,75,1,0,23,21,0,0,1,1,3,2
1034587,2023/2024,Farum Boldklub U15,2,48,0,0,0,10,8,1,1,1,1,1,0,19,8,3,3
763483,2023/2024,Lyseng,24,1794,1,6,0,726,561,104,59,229,152,37,1,347,150,140,100
681331,2023/2024,SfB-Oure FA U19,1,57,0,0,0,20,18,1,1,3,2,1,0,8,2,4,2
680658,2023/2024,Amager Academy U19,5,480,0,2,0,611,518,63,30,289,214,0,0,15,10,141,97
740144,2023/2024,SønderjyskE U19,11,748,0,2,0,386,302,50,28,204,133,0,0,114,57,99,59
798309,2023/2024,B 93 U19,3,91,1,0,0,41,31,5,3,11,5,3,0,16,4,3,1
682113,2023/2024,Midtjylland U17,2,180,0,0,0,98,81,17,14,36,30,4,0,32,18,16,13
765304,2023/2024,Roskilde U19,25,2176,0,3,0,1181,1032,89,60,345,257,2,0,343,122,178,105
1002275,2023/2024,Næstved U17,7,329,0,2,0,95,68,18,7,32,12,0,0,87,28,15,7
562489,2023/2024,Roskilde,24,2162,1,0,1,760,640,73,34,389,279,1,0,18,16,209,155
679218,2023/2024,AaB U19,13,755,0,0,0,378,310,65,44,149,114,8,1,111,34,77,60
624748,2023/2024,HB Køge U19,22,1677,0,5,1,1309,1179,132,97,477,385,5,1,186,79,199,146
829955,2023/2024,Kolding IF U17,14,1320,0,0,0,807,663,109,74,395,276,10,0,189,82,211,133
764502,2023/2024,Hvidovre U19,5,290,0,0,0,128,114,8,1,42,29,2,0,43,19,12,10
959674,2023/2024,Vejle U15,23,1465,2,1,0,531,371,81,48,213,116,22,0,260,108,146,91
1055943,2023/2024,HIK U17,8,354,0,0,0,58,39,1,0,10,7,21,0,137,47,8,5
932300,2023/2024,IF Lyseng U17,4,102,0,0,0,18,15,1,0,3,2,1,0,17,1,3,2
681331,2023/2024,SfB-Oure,2,10,0,0,0,3,3,0,0,1,1,0,0,2,0,0,0
764618,2023/2024,OB U17,5,438,0,0,0,398,365,50,37,136,111,4,0,74,39,60,44
769144,2023/2024,Brøndby IF U15,15,896,6,0,0,207,145,22,15,73,53,38,3,191,66,33,26
765139,2023/2024,Lyngby U17,11,683,1,0,0,443,380,42,36,103,86,24,2,238,73,44,34
1015353,2023/2024,Hvidovre U17,15,891,1,0,0,556,457,66,44,222,147,10,2,143,62,100,51
762547,2023/2024,Viborg U19,23,1312,0,1,0,759,645,89,57,234,163,8,3,162,72,157,107
752747,2023/2024,Nykøbing U19,19,776,1,0,0,154,110,17,11,42,22,12,1,210,58,24,11
624678,2023/2024,Brabrand,21,672,0,0,0,127,84,13,8,45,27,17,1,126,38,26,15
932218,2023/2024,København U15,5,316,2,0,0,306,266,35,27,98,67,4,0,50,15,52,36
769262,2023/2024,Nordsjælland U19,6,660,0,0,0,222,205,4,1,75,62,0,0,6,2,25,14
742117,2023/2024,Silkeborg U19,21,1625,0,0,0,863,707,63,46,198,128,27,3,305,106,138,86
696293,2023/2024,AGF U19,19,1516,1,2,0,543,418,59,40,164,112,24,1,388,134,119,81
846730,2023/2024,Vejle U17,1,41,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0
685730,2023/2024,AGF U19,11,998,0,3,0,613,522,72,43,258,184,4,0,194,82,103,62
629043,2023/2024,Helsingør U19,3,64,0,0,0,198,161,29,22,77,56,7,2,110,24,35,30
761122,2023/2024,Horsens U15,12,786,0,0,0,141,101,23,15,53,32,8,2,224,83,23,13
1064558,2023/2024,Midtjylland U17,2,55,0,1,0,13,9,3,2,6,4,4,0,10,2,2,2
496183,2023/2024,Brabrand,1,21,0,0,0,3,3,1,1,1,1,4,0,8,2,0,0
821133,2023/2024,SønderjyskE U17,10,585,0,2,0,248,197,31,18,102,70,1,0,99,30,62,40
680719,2023/2024,Hvidovre U19,4,420,0,0,0,125,102,1,1,46,31,0,0,13,11,34,16
769200,2023/2024,Brøndby U17,18,1045,3,1,0,393,308,54,42,111,80,47,1,241,83,63,58
751577,2023/2024,Hvidovre U19,23,1335,2,1,0,407,296,52,36,142,91,27,0,348,109,86,53
831764,2023/2024,SfB-Oure FA U17,21,1406,3,2,0,501,353,79,46,126,73,60,9,359,138,88,59
981587,2023/2024,AaB U15,24,1614,8,0,0,216,173,27,15,59,43,24,1,222,71,25,18
643094,2023/2024,Vanløse,14,302,0,2,0,55,44,5,2,9,6,10,0,117,33,2,1
850506,2023/2024,HB Køge U19,2,7,0,0,0,6,2,1,0,3,0,0,0,6,1,2,0
959774,2023/2024,Esbjerg U17,15,587,0,1,0,342,291,39,28,113,79,1,1,106,37,68,41
768852,2023/2024,Brøndby U17,10,850,4,3,0,334,228,63,36,123,71,27,3,224,86,69,62
685608,2023/2024,Sønderjyske U19,1,11,0,0,0,11,4,1,0,6,2,0,0,1,1,4,1
848182,2023/2024,Roskilde U19,1,9,0,0,0,4,3,0,0,2,1,0,0,2,2,1,0
939763,2023/2024,Lyngby U15,20,1053,3,0,0,319,223,20,11,73,44,42,3,196,54,46,28
879773,2023/2024,B.93 U17,4,67,0,0,0,23,17,1,1,5,3,2,0,17,5,2,0
974439,2023/2024,Helsingør U17,8,471,0,1,0,305,267,19,11,110,85,2,0,49,18,55,33
681073,2023/2024,HIK U19,12,627,0,1,0,270,218,25,14,103,70,4,0,94,33,57,39
962515,2023/2024,SønderjyskE U15,7,690,0,2,0,306,228,54,26,156,93,4,0,114,36,80,44
447053,2023/2024,Frem,4,102,0,0,0,43,32,6,6,14,10,5,0,56,20,7,5
850101,2023/2024,AB U19,24,2009,1,4,0,795,661,77,45,294,217,22,1,350,115,141,98
769104,2023/2024,Lyngby U17,2,33,0,0,0,16,10,0,0,5,3,2,0,12,5,1,0
699745,2023/2024,OB U19,13,203,0,1,0,29,24,4,4,6,4,8,0,36,9,4,4
678647,2023/2024,SfB-Oure FA U19,26,1284,1,4,0,666,517,106,67,248,166,2,1,262,67,153,102
961227,2023/2024,HIK U19,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636415,2023/2024,HB Køge U19,10,709,0,2,0,405,356,50,31,119,86,4,0,81,24,52,38
679415,2023/2024,København U19,13,1230,0,0,0,437,392,11,3,166,131,0,0,17,13,58,28
845879,2023/2024,AGF U17,23,1187,3,3,0,371,262,37,18,112,61,24,1,359,143,90,43
911561,2023/2024,Brøndby IF U15,19,1513,2,4,0,1167,938,226,147,503,328,14,1,268,128,272,195
797315,2023/2024,B.93 U17,20,1324,0,2,0,660,523,75,43,248,171,9,0,312,107,129,80
797457,2023/2024,OB U15,14,836,5,1,0,156,119,12,4,37,21,25,2,216,65,18,10
680622,2023/2024,HB Køge U19,19,1415,3,3,0,840,707,78,57,255,194,55,2,327,126,137,100
678662,2023/2024,OB U19,12,647,2,0,0,106,66,11,7,24,11,27,0,134,36,6,4
1054401,2023/2024,B.93 U17,3,89,0,0,0,9,4,1,1,2,1,1,0,23,7,1,1
661131,2023/2024,Næsby,20,458,0,3,0,248,184,38,22,97,62,8,0,154,56,54,37
762898,2023/2024,Horsens U19,16,1032,0,3,0,286,231,29,15,71,45,10,0,273,92,41,28
961457,2023/2024,SønderjyskE U15,22,1907,0,2,0,608,444,79,57,294,197,5,0,370,119,165,96
908264,2023/2024,Hobro IK U19,24,2116,1,2,0,679,521,75,42,232,148,22,1,523,176,133,92
509265,2023/2024,Skive,4,82,0,0,0,19,15,1,1,7,5,0,0,28,5,3,2
797327,2023/2024,B 93 U19,3,53,0,0,0,13,6,0,0,5,1,0,0,25,9,1,1
958171,2023/2024,Frem,2,82,0,0,0,29,21,3,2,7,3,5,0,21,8,3,3
853690,2023/2024,Næstved U17,7,303,0,0,0,52,36,5,3,13,8,6,0,128,35,6,4
681329,2023/2024,SfB-Oure,1,34,0,0,0,14,13,0,0,7,6,0,0,2,0,2,2
56981,2023/2024,SfB-Oure,24,2160,0,5,0,975,882,57,32,440,375,1,0,258,99,142,101
766056,2023/2024,Horsens U19,3,270,0,0,0,85,72,6,1,36,23,0,0,1,0,21,14
686537,2023/2024,Lyngby U19,11,653,1,0,0,237,209,20,12,47,31,5,1,131,60,20,14
678657,2023/2024,Kolding IF U19,8,208,0,0,0,58,41,4,3,28,20,1,0,51,15,10,9
444347,2023/2024,Brabrand,20,1700,0,7,0,617,456,138,72,279,158,1,0,237,61,162,110
1029945,2023/2024,Midtjylland U15,1,56,0,0,0,26,17,3,2,14,8,0,0,20,6,7,4
624728,2023/2024,Næsby,1,12,0,0,0,11,10,1,0,0,0,0,0,2,1,0,0
608926,2023/2024,FA 2000,6,200,0,0,0,108,91,14,6,47,31,1,0,28,11,14,10
844652,2023/2024,Horsens U15,11,961,1,0,1,321,229,45,19,134,72,11,0,190,88,63,30
908276,2023/2024,AB U17,13,715,2,0,0,258,194,33,19,79,52,20,0,209,71,46,35
976706,2023/2024,Brøndby IF U15,24,1400,7,0,0,297,213,18,10,49,28,69,0,216,65,30,20
846260,2023/2024,Lyngby U19,8,190,0,0,0,30,24,2,2,2,0,2,0,47,11,0,0
847885,2023/2024,Randers U17,19,1324,0,5,0,650,553,85,51,264,189,4,0,231,98,130,83
769098,2023/2024,AGF U17,9,652,4,2,0,129,93,16,7,32,15,25,0,128,51,15,10
847141,2023/2024,AGF U19,7,630,0,0,0,240,208,10,3,97,68,0,0,9,6,42,22
845765,2023/2024,B.93 U17,19,1719,8,4,0,442,308,50,31,95,51,70,0,355,133,54,35
769137,2023/2024,Brøndby U17,6,165,1,0,0,96,64,10,7,29,16,9,1,29,13,22,16
768980,2023/2024,Midtjylland U15,11,1034,0,1,0,718,518,121,72,276,162,34,4,667,282,135,84
1078506,2023/2024,Hobro IK U19,1,10,0,0,0,7,7,0,0,4,4,0,0,1,0,1,1
961223,2023/2024,HIK U17,2,25,0,1,0,16,12,1,0,5,3,1,0,9,3,2,0
523113,2023/2024,HIK,15,745,0,0,0,299,212,35,18,97,48,9,1,147,44,54,22
625594,2023/2024,AaB U19,13,462,1,0,0,93,76,9,6,34,25,11,0,77,24,12,9
624657,2023/2024,Vejle U19,16,1316,0,0,0,568,462,65,37,193,129,13,0,254,108,93,64
527179,2023/2024,Brabrand,12,168,2,1,0,50,30,13,5,19,8,7,0,95,40,10,5
751267,2023/2024,Horsens U19,2,82,0,0,0,11,8,2,1,3,1,0,0,23,5,1,1
928952,2023/2024,SfB-Oure FA U17,13,641,1,0,0,332,264,34,28,134,98,2,0,158,52,76,46
908554,2023/2024,Amager Academy U17,1,90,0,0,0,31,28,1,0,12,9,0,0,0,0,6,4
1002532,2023/2024,B.93 U17,1,90,1,0,0,57,47,11,8,18,11,2,0,30,14,9,8
879753,2023/2024,Farum Boldklub U15,20,1552,1,2,0,1046,885,153,106,453,363,14,1,254,96,169,113
765208,2023/2024,Vejle U17,21,1660,4,3,0,541,428,55,38,156,107,39,1,385,133,80,45
848034,2023/2024,HB Køge U17,15,859,2,1,0,432,332,55,32,170,106,20,2,166,70,97,55
1015674,2023/2024,Vejle U17,1,63,0,0,0,19,16,1,1,5,3,1,0,14,5,3,2
944220,2023/2024,Viborg U17,6,540,0,0,0,222,192,5,2,76,52,0,0,4,4,37,15
927097,2023/2024,HB Køge U17,12,368,0,0,0,169,144,25,17,58,45,2,0,77,35,23,19
769191,2023/2024,Lyngby U17,25,1882,2,0,0,974,863,103,68,348,260,11,1,221,90,146,108
681202,2023/2024,Nykøbing,6,397,0,0,0,193,162,18,12,74,50,1,0,74,26,38,22
628460,2023/2024,B 93 U19,11,967,3,2,0,390,326,32,21,106,75,18,3,140,56,65,47
1002499,2023/2024,Næsby U17,15,860,1,0,0,186,133,15,6,39,19,22,1,172,40,14,11
1027560,2023/2024,Kolding IF U17,1,44,0,0,0,8,8,0,0,0,0,0,0,10,3,0,0
624733,2023/2024,B 93 U19,10,595,0,0,0,242,205,21,18,80,58,5,0,137,65,45,33
764639,2023/2024,Amager Academy U17,2,169,0,0,0,74,69,5,4,12,11,1,1,44,19,5,3
768853,2023/2024,Brøndby U17,12,412,1,1,0,66,50,8,7,14,11,26,1,95,37,12,10
1029944,2023/2024,Horsens U15,9,810,0,0,0,211,187,0,0,59,42,0,0,9,4,28,6
738642,2023/2024,Vejle U19,22,1873,0,4,0,937,740,105,73,360,259,50,1,536,206,156,95
1055730,2023/2024,HIK U17,11,692,4,0,0,210,148,33,19,68,42,29,0,165,68,40,32
844367,2023/2024,Helsingør U17,24,2142,0,1,1,1599,1418,165,94,469,353,9,0,245,130,226,153
766591,2023/2024,Esbjerg U19,4,107,0,2,0,36,26,7,3,9,4,1,0,25,6,7,5
577581,2023/2024,HIK,16,1364,8,2,0,296,222,26,14,78,46,50,3,321,118,43,31
911344,2023/2024,OB U15,11,734,0,1,0,242,166,45,28,110,59,2,0,128,40,72,41
847885,2023/2024,Randers U15,1,90,1,0,0,50,34,5,1,28,15,1,0,8,4,18,6
765130,2023/2024,Hvidovre U17,21,1950,0,1,0,873,744,93,38,306,192,0,1,25,16,148,87
932123,2023/2024,Randers U15,18,1380,2,3,0,259,154,22,8,66,32,59,5,421,153,41,25
678656,2023/2024,SfB-Oure FA U19,28,2464,0,1,0,1051,880,102,79,343,260,29,3,596,219,194,123
905630,2023/2024,Lyngby U19,21,1241,1,1,0,566,446,81,53,230,159,13,2,268,104,115,84
684702,2023/2024,Nordsjælland U19,18,991,2,1,0,535,482,50,37,110,83,8,2,162,54,44,33
766619,2023/2024,Brøndby U17,8,780,0,0,0,434,384,32,15,190,148,0,0,13,12,82,56
769289,2023/2024,AaB U17,17,930,0,3,0,428,335,47,33,121,89,16,0,216,66,72,48
681079,2023/2024,HIK,3,51,0,0,0,26,21,2,0,4,2,0,0,13,2,1,1
913664,2023/2024,Fremad Amager,1,10,0,1,0,2,2,0,0,0,0,0,0,3,1,0,0
625289,2023/2024,Sønderjyske U17,2,180,0,0,0,46,30,4,1,21,11,3,0,25,3,8,3
933775,2023/2024,København U15,17,1178,0,0,0,655,535,84,59,228,175,7,5,195,53,142,101
681203,2023/2024,Nykøbing U19,17,1510,10,6,0,267,205,16,9,51,25,41,0,617,210,28,14
544942,2023/2024,FA 2000,22,950,1,1,0,214,151,17,14,55,31,31,2,216,69,34,22
1028424,2023/2024,Hvidovre U17,3,71,0,0,0,40,35,6,5,18,15,0,0,14,4,9,8
624703,2023/2024,Midtjylland U19,23,1881,4,5,0,1028,891,144,97,394,296,17,0,264,113,171,120
438711,2023/2024,Frem,24,2141,0,1,0,595,516,90,51,315,241,0,0,22,19,139,110
769182,2023/2024,København U15,15,863,0,0,0,258,216,19,12,80,66,6,1,74,23,54,29
1063071,2023/2024,Midtjylland U17,9,772,4,2,1,269,197,23,17,78,55,43,0,251,104,38,27
680189,2023/2024,Sønderjyske U19,9,274,0,0,0,86,59,3,2,21,12,9,0,84,24,13,10
848042,2023/2024,HB Køge U19,3,51,0,0,0,30,22,2,1,12,6,1,0,10,4,6,4
765755,2023/2024,Sønderjyske U17,3,270,0,0,0,119,106,8,2,33,23,0,0,2,0,13,10
765200,2023/2024,AGF U17,20,1429,1,2,0,1108,971,102,56,403,295,10,0,208,78,157,97
956960,2023/2024,IF Lyseng U19,27,2226,1,3,0,816,595,117,69,355,214,13,6,491,173,193,102
762321,2023/2024,Næstved U19,5,180,0,0,0,59,50,6,6,16,13,0,1,48,29,12,10
769250,2023/2024,Midtjylland U17,4,314,0,1,0,86,70,1,1,35,22,0,0,10,7,23,11
845780,2023/2024,B 93 U19,7,469,0,1,0,367,316,53,39,136,104,5,0,74,27,67,54
679220,2023/2024,AaB U17,7,521,3,1,0,130,103,5,4,33,20,22,1,224,102,16,12
624940,2023/2024,VSK Århus,3,53,0,0,0,14,11,2,1,2,2,1,0,7,3,4,2
774417,2023/2024,Nykøbing U19,3,270,0,0,0,132,107,3,1,67,47,0,0,3,3,41,23
849888,2023/2024,Horsens U15,12,897,2,0,0,233,177,15,11,72,52,11,2,138,45,45,21
1080387,2023/2024,Nykøbing U17,1,46,0,1,0,12,10,1,1,6,5,0,0,14,3,3,1
684327,2023/2024,Sønderjyske U19,6,284,1,0,0,105,76,21,12,38,21,2,0,131,48,17,11
959907,2023/2024,AGF U15,3,62,0,0,0,29,25,3,3,7,6,0,0,7,5,6,4
697955,2023/2024,HB Køge U19,12,1110,0,0,0,628,552,24,9,314,243,0,0,5,2,124,76
449494,2023/2024,Vejgaard B,24,1861,0,1,0,803,711,86,64,377,307,1,0,217,70,155,105
681363,2023/2024,SfB-Oure,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564968,2023/2024,Avarta,16,790,1,1,0,267,223,38,31,86,62,15,2,89,28,41,32
636972,2023/2024,Fremad Amager,11,857,0,4,0,458,400,57,43,118,94,6,0,134,49,55,47
449261,2023/2024,Esbjerg,29,2451,2,5,0,1307,1015,159,88,432,285,50,3,484,196,266,189
768987,2023/2024,HB Køge U19,1,90,0,0,0,34,32,1,0,14,12,0,0,3,1,5,4
281250,2023/2024,Fremad Amager,4,351,0,0,0,231,196,26,19,70,49,1,0,37,8,26,19
960260,2023/2024,Roskilde U17,13,544,1,2,0,182,138,25,15,76,50,4,0,137,49,33,19
847212,2023/2024,Esbjerg U15,2,131,0,0,0,75,62,7,4,20,13,0,0,24,11,13,7
962799,2023/2024,AB U19,5,183,1,0,0,22,15,0,0,2,1,2,0,43,14,1,0
699745,2023/2024,OB U17,3,232,2,0,0,43,29,4,4,10,6,9,1,48,16,10,8
519630,2023/2024,Skive,27,1887,0,3,0,500,337,69,38,194,117,37,2,378,114,115,75
625650,2023/2024,Esbjerg U19,17,758,1,2,0,228,153,38,21,86,42,9,0,140,52,44,24
372288,2023/2024,Thisted,14,1220,1,0,0,473,355,88,56,146,76,25,0,250,84,79,49
767708,2023/2024,Kolding IF U17,1,58,0,0,0,24,21,8,6,10,9,1,0,16,8,7,6
845270,2023/2024,IF Lyseng U19,17,483,0,1,0,124,79,12,3,48,23,1,0,166,63,21,6
814086,2023/2024,Helsingør U17,2,107,1,0,0,19,13,3,1,8,4,2,0,8,0,1,0
764508,2023/2024,HIK,13,111,0,2,0,61,40,10,6,18,13,2,0,46,15,10,10
897263,2023/2024,Næsby U17,25,1978,3,1,0,921,699,123,68,385,235,20,2,320,116,209,111
449486,2023/2024,Young Boys,11,751,1,3,0,123,91,14,8,25,17,34,1,226,79,7,7
703498,2023/2024,København U19,23,1815,7,3,0,1330,1174,165,130,345,265,35,4,368,130,164,130
845863,2023/2024,SønderjyskE U15,3,232,0,0,0,45,31,5,5,13,8,7,0,36,12,12,7
911563,2023/2024,Brøndby IF U15,13,1128,1,2,0,682,577,113,75,265,190,6,0,181,105,135,97
679426,2023/2024,B.93 U17,1,23,0,0,0,12,9,2,2,3,3,0,0,9,1,2,2
1051696,2023/2024,Roskilde U17,7,202,0,1,0,80,64,4,2,40,25,0,0,36,15,12,6
769193,2023/2024,Brøndby U17,2,37,0,0,0,11,11,2,2,4,4,1,0,8,2,4,4
957768,2023/2024,Middelfart,29,463,1,1,0,114,92,4,2,13,7,25,1,173,57,7,5
627724,2023/2024,Roskilde,1,1,0,0,0,4,3,0,0,3,2,0,0,2,0,1,0
766694,2023/2024,SfB-Oure FA U17,18,1214,1,0,0,500,419,56,47,128,99,14,2,423,172,62,43
947127,2023/2024,Silkeborg IF U15,20,1466,1,2,0,740,596,115,87,285,203,3,1,298,92,137,86
16453,2023/2024,Middelfart,26,2182,0,3,0,1523,1323,252,183,651,511,0,0,314,147,359,272
625289,2023/2024,SønderjyskE U19,6,192,0,0,0,77,57,3,3,32,23,0,0,48,13,19,7
679881,2023/2024,Viborg U19,24,2041,1,1,0,2066,1851,333,236,758,602,31,1,388,176,363,287
680584,2023/2024,Holbæk B&I,24,1585,8,3,0,362,285,41,22,85,59,39,1,493,154,35,26
766631,2023/2024,Hvidovre U17,22,1889,3,3,0,841,725,99,67,268,205,26,3,495,206,124,95
766530,2023/2024,Hvidovre U19,22,1265,1,0,0,266,182,37,20,85,42,26,1,237,80,47,28
766313,2023/2024,Næsby U17,23,2094,1,4,1,1353,1066,184,104,670,449,14,0,406,190,329,192
960620,2023/2024,AGF U17,2,138,0,0,0,98,79,9,6,44,26,0,0,39,16,15,6
638044,2023/2024,Vejle U19,9,284,0,0,0,119,83,20,13,47,26,1,0,75,25,27,17
945996,2023/2024,Esbjerg U15,22,1069,1,1,0,327,204,49,25,144,77,2,0,207,61,94,45
1063059,2023/2024,Amager Academy U19,1,11,0,0,0,3,1,2,0,2,0,1,0,4,1,0,0
577971,2023/2024,FA 2000,14,629,1,2,0,289,218,44,26,98,53,7,1,101,33,59,41
781181,2023/2024,Nykøbing U17,9,619,1,2,0,241,173,42,25,99,56,9,2,208,79,60,32
450079,2023/2024,Næsby,28,1577,11,5,0,318,223,34,17,67,37,48,2,353,105,37,20
847219,2023/2024,Esbjerg U17,4,24,0,0,0,11,8,1,0,2,0,1,0,6,2,3,1
962802,2023/2024,AB U17,16,895,2,0,0,701,624,77,56,302,248,11,0,126,70,122,95
915592,2023/2024,Hvidovre U17,4,226,0,0,0,61,51,4,3,16,13,3,1,59,26,11,9
845871,2023/2024,SønderjyskE U15,25,2178,0,6,0,670,516,107,61,257,159,11,1,555,212,107,62
576277,2023/2024,Vejgaard B,1,32,0,1,0,8,4,1,0,2,1,4,0,16,7,1,0
383129,2023/2024,Vanløse,6,540,0,0,0,190,156,30,17,115,85,0,0,9,8,64,49
766534,2023/2024,Hvidovre U19,25,2152,0,6,0,612,451,60,41,146,94,31,4,376,106,126,82
679581,2023/2024,Kolding IF U19,30,2495,5,5,0,1033,841,183,113,442,305,22,1,505,202,222,158
797454,2023/2024,OB U15,17,1323,6,6,1,474,367,74,48,154,101,31,3,380,145,78,54
901665,2023/2024,HB Køge U17,11,883,15,0,0,206,157,18,11,37,22,90,3,232,82,19,13
965872,2023/2024,Lyngby U19,12,854,3,0,0,255,187,35,21,76,44,32,5,287,106,48,34
577593,2023/2024,Roskilde,13,929,2,1,0,250,197,18,12,52,33,41,1,292,116,26,15
769257,2023/2024,Midtjylland U15,10,838,1,1,0,285,185,49,18,106,49,2,3,141,42,60,30
813418,2023/2024,Vejle U17,22,1848,2,2,0,1070,906,113,75,493,363,10,0,246,110,221,133
576198,2023/2024,Vanløse,5,163,0,0,0,37,27,4,2,9,7,9,1,35,12,6,5
471123,2023/2024,Fremad Amager,9,727,0,3,0,510,452,44,30,230,186,6,0,119,62,87,59
1058187,2023/2024,Vanløse,7,513,1,2,0,212,169,40,24,76,44,5,0,115,47,33,24
969360,2023/2024,AB U17,25,1581,4,1,0,430,315,35,25,75,54,68,3,482,184,72,61
1055729,2023/2024,HIK U17,13,1125,0,2,0,548,428,91,65,259,189,6,2,199,70,153,109
962771,2023/2024,B.93 U17,13,1088,4,1,0,471,345,44,35,117,88,58,4,415,126,76,54
766583,2023/2024,Lyngby U19,3,270,0,0,0,78,71,4,4,28,21,0,0,2,1,14,11
424422,2023/2024,AB,12,622,0,0,0,221,189,30,21,65,49,20,0,121,46,25,18
768980,2023/2024,Midtjylland U17,6,319,0,2,0,144,111,19,11,50,37,8,0,124,32,21,13
270143,2023/2024,Avarta,11,862,5,1,0,212,155,20,14,45,28,25,0,233,98,25,17
767706,2023/2024,Kolding IF U19,17,731,0,1,0,243,158,37,19,108,61,15,1,136,49,68,45
8668,2023/2024,Fremad Amager,28,2520,0,1,0,479,389,50,21,261,175,0,1,16,15,133,95
786366,2023/2024,Nykøbing U17,13,1083,4,2,0,283,201,33,20,72,46,54,3,299,107,49,35
924691,2023/2024,Vanløse,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632568,2023/2024,HB Køge U19,19,1200,7,1,0,295,226,28,11,72,49,39,3,367,125,36,22
